id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,xaxis,yaxis,n,own,coli
19498285,Let us be your home away from home,136896833,Thao,,Dorchester,42.2876516,-71.06370667,Private room,70,2,10,4/8/18,0.72,2,346,,,2,0,1
19501747,2BR Beacon Hill Apartment,136936260,Cynthia,,Downtown,42.35980736,-71.06282214,Entire home/apt,220,2,1,9/4/17,0.08,1,0,,,1,0,1
19504080,Stunning Newbury Street Apartment,11303511,Katie,,Back Bay,42.35100774,-71.07741826,Entire home/apt,368,2,1,7/21/17,0.07,1,0,,,1,0,1
19504228,One Bedroom Unit in Luxury Building,112969946,Michael,,South End,42.34332402,-71.06344428,Entire home/apt,180,2,2,7/16/17,0.14,1,0,,,1,0,1
19507888,Prime Location Room at The Heart of Boston,14980513,Yair,,Fenway,42.34648599,-71.08870799,Private room,20,5,4,8/20/17,0.27,3,0,,,3,0,1
19507998,Beautiful Studio and  Great Location,15790379,Isa,,West End,42.36237424,-71.06865887,Entire home/apt,49,1,76,8/4/18,5.15,8,269,,,8,0,1
19522209,Bright 1BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.34259863,-71.08278011,Entire home/apt,325,2,12,7/2/18,0.81,320,149,,,320,1,1
19526556,Cozy Single Occupancy,9268168,Sheila,,Roxbury,42.32445233,-71.08580798,Private room,55,1,62,9/1/18,4.33,1,336,,,1,0,1
19527633,Stunning 3BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35575897,-71.06196957,Entire home/apt,630,2,21,7/22/18,1.57,320,228,,,320,1,1
<<<<<<< HEAD
19530176,Cozy hideout in a historical Boston neighborhood,36321245,Tom’,,Beacon Hill,42.36071488,-71.06547608,Entire home/apt,160,3,5,7/13/18,0.34,1,0,,,1,0,1
=======
19530176,Cozy hideout in a historical Boston neighborhood,36321245,Tomíçç,,Beacon Hill,42.36071488,-71.06547608,Entire home/apt,160,3,5,7/13/18,0.34,1,0,,,1,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
19532043,Lovely 1 BR in Theater District,51058620,Regiane,,Downtown,42.35135799,-71.06669569,Entire home/apt,189,2,34,8/9/18,2.33,6,279,,,6,0,1
19532898,Beautiful Spacious townhouse in Fort Hill,3707146,Mr. And Mrs.,,Roxbury,42.32242536,-71.0905767,Entire home/apt,200,2,17,12/10/17,1.21,2,0,,,2,0,1
19540224,Free Parking at Newly Renovated 1 Bed Basement Unt,130680380,Jodie,,Fenway,42.35082125,-71.09557483,Entire home/apt,175,1,92,8/30/18,6.33,2,137,,,2,0,1
19544387,Charming 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35694847,-71.06064646,Entire home/apt,543,2,18,8/26/18,1.24,320,252,,,320,1,1
19544986,14 Gloucester 4B by Lyon Apartments,82529160,Mario,,Back Bay,42.35132895,-71.08464751,Entire home/apt,120,2,25,8/12/18,1.79,35,238,,,35,1,1
19545217,Jamaica Plain - Private bedroom&modern bath near T,19334125,Alfredo,,Jamaica Plain,42.29284272,-71.11740977,Private room,102,2,41,9/3/18,2.8,1,11,,,1,0,1
19545605,14 Gloucester 1B by Lyon Apartments,82529160,Mario,,Back Bay,42.34967996,-71.08626898,Entire home/apt,120,2,15,6/9/18,1.06,35,203,,,35,1,1
19550157,Quaint cozy room - 5 min walk to the T (Red Line),45436529,Suneeta,,Dorchester,42.29250186,-71.06176278,Private room,60,2,24,8/28/18,1.94,2,339,,,2,0,1
19550212,"Perfect Beacon Hill AIRBNB! One Bedroom, Location!",56234516,Nate,,Beacon Hill,42.35775932,-71.0678409,Entire home/apt,150,1,66,9/12/18,5.32,4,126,,,4,0,1
19550846,"Your cozy, sunny retreat- just steps from T!",17922220,Rebecca,,Brighton,42.34880787,-71.14081084,Private room,69,1,7,7/23/17,0.48,1,0,,,1,0,1
19552273,Stunning 4BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.3568214,-71.06040034,Entire home/apt,832,2,33,8/26/18,2.49,320,227,,,320,1,1
19552922,Nice Room in comfortable Apt - easy access to city,137369329,Nasir,,Brighton,42.35400129,-71.14842903,Private room,50,1,26,8/30/18,1.78,1,62,,,1,0,1
19555795,Fenway Center Unique Brand New 1BD Urban Suite,125924069,April,,Fenway,42.34396548,-71.10077375,Entire home/apt,229,1,12,8/17/18,0.84,4,61,,,4,0,1
19562001,Central 1 BD  in Theater District,51058620,Regiane,,Downtown,42.35004998,-71.06517559,Entire home/apt,175,2,16,9/12/18,1.11,6,0,,,6,0,1
19564884,"Artsy + Hip Classic Boston Brownstone, Sleeps 16",135841577,Lucas,,Fenway,42.34175816,-71.08760438,Entire home/apt,392,1,46,9/10/18,4.6,3,116,,,3,0,1
19567173,Fenway Hideaway,12691315,Vanessa,,Fenway,42.34207378,-71.08924989,Entire home/apt,109,1,14,8/28/17,1.03,2,0,,,2,0,1
19568535,Private Welcoming Apartment!,25932315,Heriberto,,Jamaica Plain,42.32401763,-71.10885073,Entire home/apt,175,2,38,8/29/18,2.66,2,318,,,2,0,1
19570965,2 private BRs in South Boston Parking available,106545415,Kevin,,South Boston,42.33345563,-71.03138217,Private room,230,1,6,9/8/18,0.5,4,127,,,4,0,1
19571817,Clean Modern Home near Transit w/ Garage Parking,2810446,Danielle,,Jamaica Plain,42.29843642,-71.1106186,Entire home/apt,180,2,34,9/2/18,2.43,1,5,,,1,0,1
19571919,Perfect location in the heart of the city,133776780,Vince,,South End,42.34529531,-71.07179095,Entire home/apt,191,2,4,10/22/17,0.3,1,0,,,1,0,1
19574477,Gorgeous Audubon Circle Studios (1),70331522,Laurie,,Fenway,42.34715854,-71.10527389,Entire home/apt,185,3,31,8/22/18,2.42,2,311,,,2,0,1
19581567,Freedom Trail Condo,93353522,Thomas,,Charlestown,42.37428145,-71.06138475,Entire home/apt,250,2,42,9/3/18,2.86,1,40,,,1,0,1
19583820,1 BR with private bath parking available,106545415,Kevin,,South Boston,42.33456411,-71.03122121,Private room,115,1,50,8/29/18,3.42,4,137,,,4,0,1
19584489,Renovated modern 1 bed beside State Houe,26988,Anne,,Downtown,42.35930422,-71.0622705,Entire home/apt,140,14,1,8/21/17,0.08,11,256,,,11,1,1
19587539,DECENT AND GREAT PLACE FOR YOUNG AND COOL  GUYS.,137682344,Patrick,,East Boston,42.367681,-71.03744357,Private room,64,1,0,,,1,0,,,1,0,1
19588926,~Stylish 1BR with Outdoor Pool & Fitness Center!,30283594,Kara,,Jamaica Plain,42.32853832,-71.11086734,Entire home/apt,140,2,1,6/24/18,0.36,184,311,,,184,1,1
19589363,-Modern & Plush 2BR + Pool & Gym near Bunker Hill!,30283594,Kara,,Jamaica Plain,42.32861076,-71.11132047,Entire home/apt,175,2,4,8/17/18,0.52,184,320,,,184,1,1
19590313,Upscale & Lavish 1-BR Apt with Great Amenities!,95459395,Bluebird,,Jamaica Plain,42.3288,-71.11235931,Entire home/apt,150,2,0,,,147,355,,,147,1,1
19590968,Palatial 2-BR in the Heart of Boston + Pool & Gym,95459395,Bluebird,,Jamaica Plain,42.32861177,-71.11224366,Entire home/apt,299,1,3,9/5/18,0.35,147,364,,,147,1,1
19593368,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,56359408,Billy,,Downtown,42.35199095,-71.06520933,Entire home/apt,160,1,22,9/6/18,1.55,9,152,,,9,0,1
19593942,Awesome location; Great room and space!,115267785,Alexes,,Allston,42.35973714,-71.12748985,Entire home/apt,97,1,29,9/6/18,2.05,2,281,,,2,0,1
19599031,Home away from home,118883513,Darryl,,Dorchester,42.28566715,-71.04027905,Private room,70,2,39,9/7/18,2.75,1,254,,,1,0,1
19602101,Modern & Spacious 3BR/2BATH in Leather District!!,30283594,Kara,,Chinatown,42.34918848,-71.06078635,Entire home/apt,205,3,0,,,184,71,,,184,1,1
19602358,"1 BR w/private bath, parking avail",106545415,Kevin,,South Boston,42.33337117,-71.03264685,Private room,115,1,53,9/7/18,3.73,4,155,,,4,0,1
19602772,Magnificent 3-BR close to Tufts Medical Center,95459395,Bluebird,,Chinatown,42.3488676,-71.06047462,Entire home/apt,220,11,1,8/27/17,0.08,147,297,,,147,1,1
19608419,The best location for the best value in Downtown,43959997,Emma,,Downtown,42.35559933,-71.06286079,Entire home/apt,270,2,42,8/27/18,3.39,4,0,,,4,0,1
<<<<<<< HEAD
19622535,IMPRESSIVE 3BR/1Bath+1PrvtParking byTheTstation!12,85678907,Jes’_s & Otto,,Allston,42.34681314,-71.13550488,Entire home/apt,139,2,45,9/12/18,3.79,7,306,,,7,0,1
19623990,CHARMING 3BR/1Bth+1PrivateParking byThe Tstation!8,85678907,Jes’_s & Otto,,Allston,42.34736198,-71.1352874,Entire home/apt,139,2,47,8/29/18,3.88,7,315,,,7,0,1
=======
19622535,IMPRESSIVE 3BR/1Bath+1PrvtParking byTheTstation!12,85678907,Jesí_s & Otto,,Allston,42.34681314,-71.13550488,Entire home/apt,139,2,45,9/12/18,3.79,7,306,,,7,0,1
19623990,CHARMING 3BR/1Bth+1PrivateParking byThe Tstation!8,85678907,Jesí_s & Otto,,Allston,42.34736198,-71.1352874,Entire home/apt,139,2,47,8/29/18,3.88,7,315,,,7,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
19624110,Beautiful 3BR/3B walkout city home in Charlestown,13775527,Jordan,,Charlestown,42.37860667,-71.06303405,Entire home/apt,400,4,0,,,1,298,,,1,0,1
19625919,Charming Private Victorian Apartment,34956509,Esther,,Dorchester,42.28790034,-71.06385518,Entire home/apt,135,1,82,8/27/18,5.68,1,155,,,1,0,1
19650444,[2307-1] 1BR at One Greenway,25188,Seamless,,Chinatown,42.3488234,-71.0610987,Entire home/apt,264,30,0,,,24,364,,,24,1,1
19650995,Home away from home on Washburn street #2.,66554696,Paul,,Dorchester,42.32466503,-71.05859256,Private room,99,2,26,8/12/18,1.85,2,67,,,2,0,1
19653917,"Modern 4BR, Boston w/Parking, BCEC, Roof Deck",17406884,Vivek,,South Boston,42.33660656,-71.02712006,Entire home/apt,430,2,59,9/3/18,4.15,1,304,,,1,0,1
19655359,-Contemporary Studio near Fenway with Pool & Gym!!,30283594,Kara,,Jamaica Plain,42.32924734,-71.11179313,Entire home/apt,111,3,0,,,184,314,,,184,1,1
19655883,Stylish 1-BR with  Fitness Center - Winter Deals!,30283594,Kara,,Jamaica Plain,42.32849405,-71.11038478,Entire home/apt,133,3,1,9/29/17,0.09,184,184,,,184,1,1
19655960,Nice clean room to stay,78195008,Alen,,Roxbury,42.32474761,-71.08763817,Private room,79,1,5,10/22/17,0.39,1,346,,,1,0,1
19656368,Fenway 1-BR Apt w/ Lobby-Level Retail + Pool & Gym,30283594,Kara,,Jamaica Plain,42.32884526,-71.11078289,Entire home/apt,135,2,0,,,184,351,,,184,1,1
19658035,Newly Renovated 1BR Apartment Minutes to Airport,5277243,Chris,,East Boston,42.37037524,-71.03245976,Entire home/apt,149,1,7,4/16/18,0.75,1,0,,,1,0,1
19661260,Big furnished bedroom in South End(Boston),138421308,Teng,,South End,42.34283724,-71.06379925,Private room,100,1,13,8/27/17,0.9,1,0,,,1,0,1
19661845,Top of the Hill/BACKBAY,41538684,J.,,Back Bay,42.3508689,-71.08607793,Entire home/apt,70,3,69,9/9/18,4.93,1,34,,,1,0,1
19670771,"Clean+Spacious Two Bedroom Apartment, Free Parking",80986054,Eric,,Roxbury,42.3118631,-71.08684823,Entire home/apt,74,1,150,9/1/18,10.37,1,183,,,1,0,1
19672185,3rd Floor Efficiency Perfect for City Explorers,16284736,Jordan,,East Boston,42.37479573,-71.03404084,Entire home/apt,150,1,125,9/4/18,8.72,5,138,,,5,0,1
19674739,NEU Campus apartment,77366642,Eva,,Fenway,42.34518275,-71.08996319,Private room,98,3,1,7/31/17,0.07,1,0,,,1,0,1
19676676,Luxe modern 1B in central hip Allston*1m to metro,138564650,Fiona,,Allston,42.34763784,-71.13304291,Entire home/apt,159,1,22,9/12/17,1.53,1,0,,,1,0,1
19680116,Furnished room in Oak square,25016309,Amelia,,Brighton,42.35386599,-71.15949674,Private room,38,1,2,9/3/17,0.14,1,0,,,1,0,1
19691987,Charming 3BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.3561932,-71.06087126,Entire home/apt,630,2,21,8/16/18,1.73,320,231,,,320,1,1
19694238,2/1 Newly Furnished Condo By Public Transit (21D1),3594203,Shawn,,Roxbury,42.31892828,-71.07481759,Entire home/apt,129,1,27,8/5/18,1.9,12,186,,,12,1,1
19694265,Hip 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35598651,-71.06091708,Entire home/apt,543,2,13,8/11/18,1.52,320,251,,,320,1,1
19694483,Chic 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35597429,-71.06131976,Entire home/apt,540,2,10,7/28/18,0.75,320,251,,,320,1,1
19695447,Modernly Furnished Studio Apt Near Fenway park,95459395,Bluebird,,Jamaica Plain,42.32911271,-71.11262672,Entire home/apt,209,2,0,,,147,358,,,147,1,1
19695858,Incredible 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.3562868,-71.06112536,Entire home/apt,556,2,17,7/6/18,1.23,320,243,,,320,1,1
19696559,Stylish & Cozy 1-BR Apt. in The Heart of Boston!,95459395,Bluebird,,Jamaica Plain,42.32884362,-71.11256312,Entire home/apt,249,3,0,,,147,355,,,147,1,1
19696922,"Elegant, Spacious 1BR near Bunker Hill Monument!!",95459395,Bluebird,,Jamaica Plain,42.32971465,-71.11221227,Entire home/apt,249,3,1,5/29/18,0.11,147,355,,,147,1,1
19698396,Room by Harvard,70808560,Monica,,Allston,42.36318488,-71.1291272,Private room,75,3,9,8/27/18,3.55,1,45,,,1,0,1
19699023,Boston studio with gym and roof top access,138782376,Zachary,,Downtown,42.35088283,-71.06422589,Entire home/apt,170,5,0,,,1,0,,,1,0,1
19713115,"[1700-1C] 1 BR, 1 Bath at Serenity Apartments",25188,Seamless,,Jamaica Plain,42.32847053,-71.11253353,Entire home/apt,379,4,0,,,24,89,,,24,1,1
19720777,South End 2 Bdrm Penthouse w/Private Roofdeck,83731189,Richard,,South End,42.33838173,-71.07880664,Entire home/apt,200,2,21,8/22/18,1.5,1,0,,,1,0,1
19721033,Great Location close to Harvard and Northeastern,130459184,Guiyu,,Mission Hill,42.3343871,-71.09925397,Private room,49,20,4,8/19/17,0.29,2,0,,,2,0,1
19727919,Shelly's Place Bunk Room,139072570,Lance And Shelly,,East Boston,42.38087505,-71.02383677,Private room,59,1,142,9/8/18,10.14,4,10,,,4,0,1
19734101,Cozy&Sunny Allston/Boston/BU/BC apartment,139134781,Xuan,,Allston,42.35029417,-71.13304999,Entire home/apt,158,1,18,8/11/18,1.24,1,0,,,1,0,1
19735537,Diana North End,122351910,Elena,,North End,42.36680141,-71.05684766,Private room,100,1,0,,,1,0,,,1,0,1
19744120,Charlestown/Boston Apartment. Charm and Location!!,8036929,Suzy,,Charlestown,42.3789565,-71.06514303,Entire home/apt,130,2,73,9/11/18,5.25,1,138,,,1,0,1
19744604,Great Loft in the South End,30376903,Doug,,South End,42.34217844,-71.07428692,Entire home/apt,116,3,0,,,1,0,,,1,0,1
19759879,View from above,5539018,Paulette,,Roxbury,42.33597864,-71.0802128,Private room,100,1,6,8/27/17,0.42,1,0,,,1,0,1
19762057,52 Townsend,67139270,M,,Roxbury,42.31824217,-71.09099809,Private room,50,2,0,,,1,0,,,1,0,1
19768771,The best view in Dorchester!!!!,100363169,Nylton,,Dorchester,42.29249189,-71.0554661,Private room,125,2,7,7/10/18,1.79,1,75,,,1,0,1
19769905,A room in Alston,139551362,Vladimir,,Allston,42.34774241,-71.13751266,Private room,120,1,0,,,1,0,,,1,0,1
19777573,Comfortable private room 7 min from the airport!,9444135,Michelle,,South Boston,42.33478381,-71.03310377,Private room,100,3,1,8/4/17,0.07,1,0,,,1,0,1
19779706,Newly Renovated 2BR Close to Public Transportation,37673574,Valentina,,Allston,42.35154381,-71.14108445,Entire home/apt,10,1,13,6/30/18,1.03,9,0,,,9,0,1
19783159,Hip and convenient spot close to Center room # 1,139670302,Joe/Rose,,Dorchester,42.318037,-71.05397581,Private room,90,1,88,8/28/18,6.14,6,59,,,6,0,1
19785704,@@The hub hip convenient Area Close to ctr room #2,139670302,Joe/Rose,,Dorchester,42.31672589,-71.05356421,Private room,90,1,55,8/23/18,3.86,6,67,,,6,0,1
19790139,Bunker Hill Beauty,739333,Andrew,,Charlestown,42.38175618,-71.06898352,Entire home/apt,100,3,14,8/19/18,1,1,0,,,1,0,1
19795843,My home is your HOME-- Boston<3 2 BATH,83819376,Mary,,South Boston,42.33686832,-71.05280279,Entire home/apt,700,1,0,,,2,365,,,2,0,1
19798661,"Lux 3 Bedroom in Chinatown w/WiFi, Gym",9419684,Mike,,Chinatown,42.34920602,-71.06120924,Entire home/apt,558,10,0,,,137,6,,,137,1,1
19801241,"[1310-1EX] Luxury, Furnished 1BR on Newbury Street",25188,Seamless,,Back Bay,42.35053301,-71.08210843,Entire home/apt,285,30,0,,,24,89,,,24,1,1
19817729,30 min. From Logan international airport,79029888,Yoselin,,Roslindale,42.27455065,-71.12775449,Private room,45,31,0,,,1,89,,,1,0,1
19820050,East Boston Oasis *King Size Bed and Private Bath*,2871793,Emily,,East Boston,42.37992658,-71.03828473,Private room,125,2,23,8/30/18,4.54,1,38,,,1,0,1
19820827,Classic Style|Central Walking|Back Bay 3BR 1BA #3,1444340,Will,,Back Bay,42.35059567,-71.08888139,Entire home/apt,400,2,26,8/28/18,1.95,32,13,,,32,1,1
19823776,Airy 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35605175,-71.06097309,Entire home/apt,556,2,19,8/4/18,1.35,320,242,,,320,1,1
19823907,Charming 4BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35628155,-71.06131446,Entire home/apt,783,2,26,8/12/18,2.1,320,138,,,320,1,1
19824694,Delightful 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35727381,-71.06078827,Entire home/apt,543,2,32,8/14/18,2.25,320,253,,,320,1,1
19824791,Massive Southie 3 bed with parking and backyard,7521948,Alex,,South Boston,42.33428388,-71.04521006,Entire home/apt,500,2,0,,,1,0,,,1,0,1
19826935,Modern & Cozy Studio in The Heart of Boston *WOW*,95459395,Bluebird,,Jamaica Plain,42.3300354,-71.11133289,Entire home/apt,209,1,0,,,147,358,,,147,1,1
19827018,Modern 2BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35747193,-71.06078073,Entire home/apt,543,2,14,8/15/18,1.1,320,245,,,320,1,1
<<<<<<< HEAD
19830912,Hip spot close to ctr youŠ—Èll love my area room #4,139670302,Joe/Rose,,Dorchester,42.31777922,-71.05378035,Private room,40,1,56,8/27/18,3.94,6,42,,,6,0,1
=======
19830912,Hip spot close to ctr youäó»ll love my area room #4,139670302,Joe/Rose,,Dorchester,42.31777922,-71.05378035,Private room,40,1,56,8/27/18,3.94,6,42,,,6,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
19838886,Designer Studio Apt close to Tufts Medical Center!,95459395,Bluebird,,Chinatown,42.34846059,-71.06116227,Entire home/apt,130,5,0,,,147,268,,,147,1,1
19839113,"Pool, private room, and perfect location",15575274,Sa,,Allston,42.34662808,-71.13549932,Private room,75,1,24,8/31/18,1.69,4,267,,,4,0,1
19842407,Relaxing Oasis Close to Downtown Boston!,265933,Holly,,Jamaica Plain,42.31922635,-71.11635982,Private room,75,3,3,8/26/17,0.21,1,0,,,1,0,1
19855550,Incredible 2BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.33958689,-71.15559009,Entire home/apt,338,2,9,6/24/18,0.64,320,163,,,320,1,1
19858006,Modern 2BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.33846847,-71.15345312,Entire home/apt,302,2,20,8/9/18,1.46,320,242,,,320,1,1
19858871,14 Gloucester unit G by Lyon Apartments,82529160,Mario,,Back Bay,42.34963764,-71.0848576,Entire home/apt,185,2,29,8/18/18,2.11,35,265,,,35,1,1
19863482,Rare Gem in Charlestown: Home in the City!,140490937,Gemma,,Charlestown,42.37372277,-71.0659144,Entire home/apt,395,14,0,,,1,0,,,1,0,1
19872750,Your Home Away From Home,22580048,Jessica,,Brighton,42.35566603,-71.15774432,Entire home/apt,249,1,8,8/21/18,0.8,1,25,,,1,0,1
19875422,"Cozy, Comfortable bed and Convenience",15575274,Sa,,Brighton,42.34620016,-71.13670547,Private room,70,1,9,9/1/18,0.71,4,267,,,4,0,1
19884146,"Big, beautiful studio-like space right in Back Bay",19512915,Sarah,,Back Bay,42.35118486,-71.0828691,Private room,130,1,6,9/28/17,0.43,1,0,,,1,0,1
<<<<<<< HEAD
19885281,#203 Boston private AC room _¢ë‘Ä Free,105851798,Anne,,Dorchester,42.30782078,-71.06545304,Private room,50,1,13,9/1/18,0.98,18,356,,,18,1,1
19885345,#202 Boston private AC room _¢ë‘Ä & coffeeëÄ‚_/ëÀÂ_ë__À_,105851798,Anne,,Dorchester,42.30826596,-71.06394883,Private room,44,1,12,9/1/18,0.9,18,268,,,18,1,1
=======
19885281,#203 Boston private AC room _¢Îëƒ Free,105851798,Anne,,Dorchester,42.30782078,-71.06545304,Private room,50,1,13,9/1/18,0.98,18,356,,,18,1,1
19885345,#202 Boston private AC room _¢Îëƒ & coffeeÎƒÇ_/Î¿¬_Î__¿_,105851798,Anne,,Dorchester,42.30826596,-71.06394883,Private room,44,1,12,9/1/18,0.9,18,268,,,18,1,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
19891528,A Restful Heaven!!Free Street Parking!!Non-smoking,135920429,Wendy And Juan,,Mattapan,42.27921187,-71.09795704,Private room,35,1,54,9/12/18,3.88,4,322,,,4,0,1
19893604,Unique spacious apt in the South End,2441542,Justin,,South End,42.34022025,-71.0647947,Entire home/apt,200,2,3,7/22/18,0.6,1,31,,,1,0,1
19910241,Cozy guest room. Awesome location!!!,43074370,Leontios,,Jamaica Plain,42.30821447,-71.11841906,Private room,63,1,41,9/7/18,3.27,3,268,,,3,0,1
19911540,Private bedroom in heart of JP!!!,43074370,Leontios,,Jamaica Plain,42.30811209,-71.11822322,Private room,63,1,47,8/22/18,3.73,3,256,,,3,0,1
19914995,Incredible 3brm designer home in Roslindale,2006852,Jay,,Roslindale,42.29072596,-71.13302086,Entire home/apt,120,1,19,9/3/18,1.46,9,246,,,9,0,1
<<<<<<< HEAD
19918817,#204 Boston private AC room ëÄ‚__¢ë‘Ä coffee,105851798,Anne,,Dorchester,42.30814933,-71.06380446,Private room,55,1,8,8/2/18,0.6,18,347,,,18,1,1
=======
19918817,#204 Boston private AC room ÎƒÇ__¢Îëƒ coffee,105851798,Anne,,Dorchester,42.30814933,-71.06380446,Private room,55,1,8,8/2/18,0.6,18,347,,,18,1,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
19925457,Ultra Lux 1BR Furnished Apt + Gym + Pool,30283594,Kara,,West End,42.36351727,-71.06870097,Entire home/apt,129,3,0,,,184,349,,,184,1,1
19926609,Modern Boston Furnished Apt + Gym & Pool,30283594,Kara,,West End,42.36548625,-71.06818627,Entire home/apt,125,5,2,9/18/17,0.16,184,362,,,184,1,1
19926959,High-End Boston Furnished 1-BR Apt + Pool,95459395,Bluebird,,West End,42.36531497,-71.06844528,Entire home/apt,149,10,0,,,147,362,,,147,1,1
19932625,2BD Suite Ultra Lux Brand Downtown Selection,141229652,Jason,,Downtown,42.35337327,-71.06205485,Entire home/apt,399,1,17,9/12/18,1.3,1,162,,,1,0,1
<<<<<<< HEAD
19940377,Rm#7 Heart of  Boston  Near T ë”___ã,131456838,Eddie,,Chinatown,42.34695282,-71.06269659,Private room,95,1,24,9/1/18,1.77,7,218,,,7,0,1
=======
19940377,Rm#7 Heart of  Boston  Near T Îî___ç„,131456838,Eddie,,Chinatown,42.34695282,-71.06269659,Private room,95,1,24,9/1/18,1.77,7,218,,,7,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
19941093,Magnificent 1-BR Furnished Apt in Boston MA!!,95459395,Bluebird,,West End,42.36349226,-71.06901236,Entire home/apt,145,10,0,,,147,269,,,147,1,1
19941916,Lavish 1-BR Boston Apt Next To Faneuil Hall!,95459395,Bluebird,,West End,42.36340424,-71.06866405,Entire home/apt,147,10,0,,,147,362,,,147,1,1
19945100,Beacon Hill studio on the quaint Charles St.!,137278038,Eryn,,Beacon Hill,42.35788812,-71.06970012,Entire home/apt,108,2,5,11/6/17,0.35,1,0,,,1,0,1
19946681,Amazing 2 BR in The Heart of Boston + Pool & Gym!!,30283594,Kara,,West End,42.36335704,-71.06384419,Entire home/apt,175,3,0,,,184,173,,,184,1,1
19946938,Cozy & Comfy 2-BR in Boston + Great Amenities,30283594,Kara,,Downtown,42.36284687,-71.06368012,Entire home/apt,181,3,2,1/21/18,0.24,184,283,,,184,1,1
19947454,Modernly Plush 2-BR Apt in Boston + Pool & Gym,95459395,Bluebird,,West End,42.36399854,-71.06533465,Entire home/apt,271,3,1,5/21/18,0.26,147,345,,,147,1,1
19948159,Spacious 2-BR in Boston near Mass. General Hosp!,95459395,Bluebird,,West End,42.36472566,-71.06438191,Entire home/apt,175,3,0,,,147,288,,,147,1,1
19951178,Movie Lover Heaven,47591711,Syed,,Roxbury,42.33466424,-71.07643215,Private room,62,3,1,12/15/17,0.11,1,0,,,1,0,1
19951509,"Studio in Jamaica Plain, near the woods, next to T",141419686,Nia,,Jamaica Plain,42.3106878,-71.10668849,Private room,37,1,0,,,1,0,,,1,0,1
19959185,Stunning 2 floor apartment on renowned Beacon Hill,93378755,John,,Beacon Hill,42.36070491,-71.06949055,Entire home/apt,175,2,82,8/28/18,5.99,4,57,,,4,0,1
19959233,Historic Single Family Brick Townhouse,125178088,Robert,,Charlestown,42.37530275,-71.06064735,Entire home/apt,600,2,4,8/19/18,0.35,1,147,,,1,0,1
19962119,"[1700-SC] Luxury, Furnished Studio in Boston",25188,Seamless,,Jamaica Plain,42.3289632,-71.11112095,Entire home/apt,275,4,0,,,24,364,,,24,1,1
19965562,"Classy, Cozy 2 BR, 2 Bath Boston condo",9181364,Bruce,,Roslindale,42.28797398,-71.12977111,Entire home/apt,148,2,30,9/3/18,2.34,1,106,,,1,0,1
19969497,$250 Special! Modern City Triplex *Close to Center,28662210,Terry,,Roxbury,42.32961969,-71.09365249,Entire home/apt,345,3,59,9/13/18,4.44,4,121,,,4,0,1
19971039,Hip area close to Boston everything u need here 3,139670302,Joe/Rose,,Dorchester,42.31793019,-71.05374193,Private room,60,1,66,8/28/18,4.73,6,67,,,6,0,1
19977951,"Spacious Penthouse Duplex, Absolute Best Location!",4669171,Yaz,,Back Bay,42.34856248,-71.08511412,Entire home/apt,999,1,50,9/10/18,3.78,5,132,,,5,0,1
19982161,"Cozy, Bright Studio in Back Bay/South End",12195484,Rada,,South End,42.34530616,-71.07631065,Entire home/apt,140,5,9,4/22/18,0.68,1,2,,,1,0,1
19987777,Great Boston Bedroom w/ the Best Amenities!,80667906,Jane,,Roxbury,42.32401251,-71.08415268,Private room,125,2,40,9/10/18,3.12,1,58,,,1,0,1
19991354,"Cozy, Queen Bed * Private bath * Free parking",30307510,Kalyn,,Roslindale,42.28598156,-71.11289037,Private room,90,2,22,9/4/18,1.85,1,162,,,1,0,1
19996537,Cozy studio in Fenway,33529388,Liqin,,Fenway,42.34115226,-71.09726571,Entire home/apt,100,1,0,,,1,0,,,1,0,1
