id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,xaxis,yaxis,n,own,coli
10048789,New Luxury 2-Bedroom Fenway Apt!,30283594,Kara,,Fenway,42.34516526,-71.10022819,Entire home/apt,176,28,0,,,184,273,26,,184,1,1
10051649,Luxury Furnished 2BR West End Apartment,30283594,Kara,,West End,42.36479585,-71.07010306,Entire home/apt,225,10,0,,,184,184,27,,184,1,1
10052037,Lux Furnished 1BR West End Apartment,30283594,Kara,,West End,42.36480167,-71.06865495,Entire home/apt,228,10,0,,,184,349,28,,184,1,1
10068240,Spacious Room on Top Floor!,15583990,Natalia,,Dorchester,42.28971393,-71.0614035,Private room,67,1,113,9/9/18,3.43,6,317,29,,6,0,1
10083878,,51741798,Jen,,South End,42.33832319,-71.07629653,Entire home/apt,170,2,56,4/19/17,1.88,1,0,30,,1,0,1
10084216,Private Boston-Back Bay Top Floor w/ Private Deck,51745385,Dennis,,Back Bay,42.35066562,-71.07915282,Entire home/apt,350,5,19,8/24/18,0.72,1,17,31,,1,0,1
10103725,Spacious Southie Condo 2 bed/bath -close to beach!,51849764,Brendan,,South Boston,42.33123962,-71.0417569,Entire home/apt,250,1,8,10/9/16,0.27,2,0,32,,2,0,1
10106081,"In the heart of North End, Boston.",40885583,Konstantinos,,North End,42.36646544,-71.05375656,Entire home/apt,65,2,93,9/12/18,2.86,1,23,33,,1,0,1
10116429,Lavish 1 Bedroom Downtown Boston Apartment,30283594,Kara,,Chinatown,42.35125462,-71.06124548,Entire home/apt,129,1,1,1/17/16,0.03,184,342,34,,184,1,1
10116601,Furnished 1-Bedroom Downtown Boston Apartment,30283594,Kara,,Chinatown,42.35206849,-71.06194463,Entire home/apt,139,3,1,4/8/16,0.03,184,311,35,,184,1,1
10116726,Lux 1-Bedroom Apartment in Downtown Boston,30283594,Kara,,Chinatown,42.35160596,-71.06154627,Entire home/apt,134,3,1,2/12/16,0.03,184,311,36,,184,1,1
10116914,Financial District Boston 1BR Apt. + Pool & Gym,30283594,Kara,,Downtown,42.35214194,-71.0635195,Entire home/apt,130,3,1,10/17/17,0.09,184,342,37,,184,1,1
10117122,Lux furnished 2-BR Boston Apt Near Boston Commons,30283594,Kara,,Downtown,42.3515094,-71.06333626,Entire home/apt,179,3,0,,,184,325,38,,184,1,1
10117329,Luxury Furnished 2BR Boston Apt - Indoor Pool!,30283594,Kara,,Chinatown,42.35090795,-71.06197529,Entire home/apt,175,3,4,9/11/17,0.12,184,319,39,,184,1,1
10117472,Lux Furnished Boston 2-BR Apt Near China Town,30283594,Kara,,Chinatown,42.35132189,-71.06269214,Entire home/apt,189,3,2,5/9/18,0.28,184,15,40,,184,1,1
10117803,Lux 2-Bedroom Downtown Boston Apt+ Indoor Pool,30283594,Kara,,Downtown,42.35126102,-71.06362542,Entire home/apt,175,3,9,3/25/18,0.29,184,20,41,,184,1,1
10118091,Ultra Modern Furnished West End 1-BR Apt,30283594,Kara,,West End,42.36523378,-71.06779638,Entire home/apt,129,3,2,7/8/18,0.18,184,363,42,,184,1,1
10118379,Lux Furnished 1-BR Apartment at West End!,30283594,Kara,,West End,42.36318985,-71.06910538,Entire home/apt,125,3,1,5/10/18,0.23,184,363,43,,184,1,1
10118716,Ultra Modern Furnished West End 2BR Apt,30283594,Kara,,West End,42.36547468,-71.06891649,Entire home/apt,179,3,0,,,184,310,44,,184,1,1
10118946,^Luxury Furnished 2-Bedroom West End Apartment,30283594,Kara,,West End,42.3648619,-71.06715419,Entire home/apt,175,5,0,,,184,310,45,,184,1,1
10119075,Beautifully Furnished  2-Bedroom Apt. at West End,30283594,Kara,,West End,42.36481896,-71.06907672,Entire home/apt,189,3,0,,,184,11,46,,184,1,1
10119193,`Lux Furnished 2-Bedroom West End Apartment,30283594,Kara,,West End,42.36466804,-71.06942445,Entire home/apt,174,3,3,7/31/18,0.52,184,310,47,,184,1,1
10119327,Furnished Luxury 2-BR at West End,30283594,Kara,,West End,42.36329131,-71.06710682,Entire home/apt,184,3,0,,,184,11,48,,184,1,1
10123024,"Private, amazing 1-bedroom apt in central location",28564205,Aanchal,,Allston,42.3501454,-71.12884719,Entire home/apt,145,2,3,7/21/18,0.87,1,0,49,,1,0,1
10132073,Extended stays,51992629,Jef,,East Boston,42.37045481,-71.04025851,Entire home/apt,150,5,21,7/22/18,0.78,1,336,50,,1,0,1
10135564,Downtown Boston Furnished 1-BR Apt + Pool,30283594,Kara,,Downtown,42.35223597,-71.06350949,Entire home/apt,135,30,0,,,184,351,51,,184,1,1
10136459,Downtown Boston 1BR Apt+ Pool,30283594,Kara,,Downtown,42.3528228,-71.06290135,Entire home/apt,189,30,0,,,184,365,52,,184,1,1
10136854,Deluxe 1BR BostonFurnished Apt.,30283594,Kara,,Chinatown,42.35064189,-71.06291038,Entire home/apt,349,3,0,,,184,152,53,,184,1,1
10138258,Downtown Boston 1BR Apartment + Pool,30283594,Kara,,Downtown,42.35248155,-71.06294619,Entire home/apt,139,29,0,,,184,214,54,,184,1,1
10149314,Upscale Furnished 1-Bedroom Boston Apartment!,30283594,Kara,,Fenway,42.34362172,-71.09797076,Entire home/apt,149,3,5,3/5/18,0.17,184,315,55,,184,1,1
10152056,Furnished 1 Bedroom West End Apartments,30283594,Kara,,West End,42.36480762,-71.06893039,Entire home/apt,133,24,0,,,184,350,56,,184,1,1
10153536,Furnished 1BR Longwood Apartment.,30283594,Kara,,Mission Hill,42.33384311,-71.1018177,Entire home/apt,169,3,0,,,184,265,57,,184,1,1
10153739,Lux Furnished 1BR Boston MA Apt.,30283594,Kara,,Mission Hill,42.33336457,-71.0999922,Entire home/apt,349,3,0,,,184,265,58,,184,1,1
10163454,A Cozy Room in Veggie Paradise!,52169456,Myla,,Jamaica Plain,42.30089711,-71.11196778,Private room,61,1,4,4/15/18,0.74,2,0,59,,2,0,1
10175033,North End Apt. w/ a view!,36670279,Susan,,North End,42.36666891,-71.05642985,Entire home/apt,200,2,105,9/4/18,3.28,1,289,60,,1,0,1
10185646,Spacious 3 Bedroom in Boston,1997048,ToRena,,Dorchester,42.30146178,-71.0809979,Entire home/apt,179,5,0,,,5,197,61,,5,0,1
10185866,Beautiful large 2 BR for three week,52311253,Amita,,West Roxbury,42.26338566,-71.15365616,Entire home/apt,120,1,0,,,1,0,62,,1,0,1
10186477,Cozy Private Room in Fenway/Kenmore,184232,Ashley,,Fenway,42.34626443,-71.10295985,Private room,50,1,3,4/2/16,0.09,2,0,63,,2,0,1
10190260,Stunning South End Loft at Silver Line w/ PARKING!,10778805,Paul,,Roxbury,42.3332953,-71.07815404,Private room,75,30,1,1/30/16,0.03,2,58,64,,2,0,1
10208321,near Harvard business School,52133887,Hongjin,,Allston,42.35879097,-71.12856524,Private room,50,2,2,7/7/16,0.07,1,0,65,,1,0,1
10227043,2 BR 2 Bath Luxury Apmt in South End,39338110,Bobbi,,South End,42.34343207,-71.07291213,Entire home/apt,350,3,100,9/8/18,3.08,1,180,66,,1,0,1
10228764,Lux Furnished 1BR Apt. in Boston,30283594,Kara,,Fenway,42.34377188,-71.10078308,Entire home/apt,349,3,0,,,184,257,67,,184,1,1
10231171,Allston Close to Harvard Business School + BU C,19548932,Joe,,Allston,42.35857131,-71.12983367,Private room,70,1,105,6/9/18,3.23,14,105,68,,14,1,1
<<<<<<< HEAD
10233104,Š_´Ù AIRBNB HOTEL #1,25938928,Ricardo,,East Boston,42.36796442,-71.04085339,Private room,30,1,229,8/30/18,7.44,10,76,69,,10,0,1
=======
10233104,ä_¥Ÿ AIRBNB HOTEL #1,25938928,Ricardo,,East Boston,42.36796442,-71.04085339,Private room,30,1,229,8/30/18,7.44,10,76,69,,10,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
10234895,"Cozy room, 2 min walk to redline T",52601623,Jean,,Dorchester,42.28318542,-71.0676302,Private room,52,1,10,10/15/17,0.34,5,349,70,,5,0,1
10241577,1BR Furnished Apt. in Boston Fenway,30283594,Kara,,Fenway,42.34387681,-71.10160942,Entire home/apt,139,3,2,1/2/17,0.06,184,180,71,,184,1,1
10249798,2nd floor room in Victorian House,26062958,Yvonne,,Roxbury,42.32634611,-71.06907965,Private room,50,2,27,7/29/18,1.06,2,1,72,,2,0,1
10253899,"Large, lovely 4BR home in Boston",14561673,Megan,,Charlestown,42.38092492,-71.06756116,Entire home/apt,250,20,6,8/31/18,0.2,1,62,73,,1,0,1
10262069,Lux Furnished 2-BR Boston Apartment + Yoga Studio,30283594,Kara,,Chinatown,42.3509297,-71.05977196,Entire home/apt,178,24,3,2/9/18,0.23,184,307,74,,184,1,1
10262267,#Luxury Furnished Studio Boston Apt,30283594,Kara,,Chinatown,42.349211,-71.06121651,Entire home/apt,209,14,0,,,184,321,75,,184,1,1
10266397,Boston Newbury One Bedroom Suite,48494513,Inn Boston,,Back Bay,42.34834452,-71.08620418,Entire home/apt,249,2,20,5/13/18,0.64,35,166,76,,35,1,1
10266928,Back Bay Beacon One Bedroom suite,48494513,Inn Boston,,Back Bay,42.35510227,-71.07316777,Entire home/apt,229,2,35,2/12/18,1.09,35,155,77,,35,1,1
10271867,Cozy room in Jamaica Plain,52274002,Julia,,Jamaica Plain,42.32357026,-71.10670813,Private room,46,1,2,8/2/16,0.07,1,0,78,,1,0,1
10279083,"Clean, Convenient and Comfortable",21401498,Edward,,Roslindale,42.28924445,-71.14156145,Private room,70,1,11,9/2/18,0.36,1,173,79,,1,0,1
10299047,2BR near subway in eclectic Boston neighborhood,52989144,Brian,,Jamaica Plain,42.31308412,-71.10511678,Entire home/apt,175,30,41,8/19/18,1.43,1,201,80,,1,0,1
10333345,Beautiful room in hipster town,15575274,Sa,,Brighton,42.34598537,-71.13639659,Private room,75,1,60,8/18/18,1.94,4,0,1,,4,0,1
10356880,Lovely&convenient room by airport!,41565478,Luz,,East Boston,42.36422866,-71.02934771,Private room,95,1,109,8/11/18,3.57,1,251,2,,1,0,1
10391455,The Heart of Boston - Semi-Private Room,10115868,Dave,,South End,42.34105938,-71.08073924,Private room,75,3,31,8/5/18,0.98,2,0,3,,2,0,1
10411383,Spacious Boston 2 BR Apt near train and airport #2,44617326,Caroline,,East Boston,42.37694736,-71.03023024,Entire home/apt,250,1,15,7/17/18,0.52,3,323,4,,3,0,1
10426124,"Spacious, comfy, Downtown 15 min.",53699829,Kathy,,Dorchester,42.31498685,-71.06664345,Entire home/apt,84,2,68,8/23/18,2.12,2,200,5,,2,0,1
10427199,Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34341556,-71.07951597,Entire home/apt,219,2,78,6/25/18,8.86,35,140,6,,35,1,1
10427882,Boston Christopher One Bedroom,48494513,Inn Boston,,South End,42.34407347,-71.0778515,Entire home/apt,229,2,55,8/17/18,1.73,35,134,7,,35,1,1
10434883,Cedars on Beacon Hill Studio Suite,48494513,Inn Boston,,Beacon Hill,42.3572179,-71.07050228,Entire home/apt,209,2,117,8/29/18,3.65,35,122,8,,35,1,1
10436811,"Bright, Clean & Great Location",20333008,Euan,,Allston,42.34706793,-71.13520914,Private room,50,2,0,,,1,0,9,,1,0,1
10494118,2 bedroom apartment in Boston!,54097330,Olive,,Jamaica Plain,42.30750881,-71.11272474,Entire home/apt,175,4,15,9/10/18,1.35,1,273,10,,1,0,1
10494550,CONVENTION CTR/SEAPORT AREA-PRIVATE BATH & ENTRY,54099497,Michael,,South Boston,42.33799885,-71.03858635,Private room,69,1,222,9/9/18,7.24,5,258,11,,5,0,1
10524612,Sunny 2/1 Modern Condo Near Subway (60W1),3594203,Shawn,,East Boston,42.36996541,-71.0398749,Entire home/apt,99,1,65,4/25/18,2.07,12,177,12,,12,1,1
10524872,Spacious loft in the quiet suburbs #1,7324551,Bo,,Brighton,42.34594867,-71.15489647,Private room,32,59,11,8/20/18,0.38,4,287,13,,4,0,1
10542140,Classic Brownstone in Historic Area,54361238,Giuseppe,,Back Bay,42.34886986,-71.08460421,Entire home/apt,350,1,89,9/8/18,2.74,1,322,14,,1,0,1
10549219,Marriott Custom House,54404109,Roger,,Downtown,42.3580607,-71.05266926,Private room,250,4,0,,,1,0,15,,1,0,1
10559976,Lovely room right by subway T,52601623,Jean,,Dorchester,42.28527106,-71.06859175,Private room,55,1,6,7/28/18,0.37,5,343,16,,5,0,1
10575430,Cozy 4BD apartment with AirBeds,16186589,Marie,,Dorchester,42.29884921,-71.06200891,Entire home/apt,115,30,2,7/2/18,0.12,25,265,17,,25,1,1
10592815,SEAPORT LUXURY HIGHRISE,47858156,Terri,,South Boston Waterfront,42.34742378,-71.03920812,Entire home/apt,200,1,0,,,1,0,18,,1,0,1
10610205,Charming Bedroom at Family Home,54749443,Curt & Thanh (With Hieu & Kim),,Dorchester,42.29985342,-71.06773596,Private room,66,2,53,8/13/18,1.93,2,0,19,,2,0,1
10611598,"Unique 1 B/B in Beacon Hill, Boston",41328752,Patrick,,Beacon Hill,42.36003478,-71.07059548,Entire home/apt,200,1,0,,,1,0,20,,1,0,1
10627514,Sunny JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.31551269,-71.10157723,Private room,75,1,15,8/21/18,0.5,2,349,21,,2,0,1
10671192,1 bedroom apt in Boston South End,44392534,Nick,,South End,42.33943485,-71.08005787,Entire home/apt,190,1,136,8/27/18,4.82,1,57,22,,1,0,1
10704442,Cozy Apartment with Great Views!,55310299,Preeti,,North End,42.36702083,-71.05420897,Private room,100,1,0,,,1,0,23,,1,0,1
10724635,Room in large Allston House,55426664,Calvin,,Allston,42.35211411,-71.12959065,Private room,27,1,0,,,1,0,24,,1,0,1
10730102,Comfy Room in Allston,32150958,David,,Allston,42.36164086,-71.12389447,Private room,40,6,0,,,1,0,25,,1,0,1
10749312,Welcome Home! 3BR near T w parking,55571157,Steve,,Jamaica Plain,42.31589871,-71.10745634,Entire home/apt,249,3,15,8/18/18,0.54,2,20,26,,2,0,1
10749794,*Massage Chair* Queen/Twin Downtown/Ocean 37B,26704689,Mac,,South Boston,42.33305541,-71.0484048,Entire home/apt,90,2,116,8/27/18,3.77,12,319,27,,12,1,1
10764250,"Comfy, spacious, Downtown 15 min.",53699829,Kathy,,Dorchester,42.31138523,-71.06891633,Entire home/apt,84,2,3,8/13/16,0.1,2,0,28,,2,0,1
10779412,North End Enchanted Cottage -27 five star reviews,29852577,Joseph And Sue,,North End,42.36877299,-71.05707127,Entire home/apt,185,7,1,3/19/17,0.06,1,293,29,,1,0,1
10787333,Garden Apt - Highland Park/Fort Hill (Orange Line),22901863,Ziyad,,Roxbury,42.32738352,-71.09471433,Entire home/apt,134,8,44,8/18/18,1.61,1,132,30,,1,0,1
10811129,Lovely 1BD in downtown/theater dis.,27239083,Lucas,,Downtown,42.34990593,-71.06590665,Entire home/apt,80,3,0,,,1,0,31,,1,0,1
10812807,Cozy 1 bedroom in great location,7466486,Moira,,Back Bay,42.34216345,-71.08295567,Entire home/apt,110,1,0,,,1,0,32,,1,0,1
10835494,"Upscale, loft-style 2-bedroom condo",8207666,Greg,,Brighton,42.33999633,-71.15351639,Entire home/apt,195,3,42,8/26/18,1.62,1,309,33,,1,0,1
10851007,Cosy Cottage Room on Parker Hill,34437871,Kayle,,Mission Hill,42.32762736,-71.10506551,Private room,118,1,0,,,1,0,34,,1,0,1
10857914,Beacon Hill Townhouse,45651169,Katherine,,Beacon Hill,42.36076899,-71.06444906,Entire home/apt,850,4,35,8/19/18,1.27,1,282,35,,1,0,1
10860611,Room in charming apt,7845075,Arnaud,,Back Bay,42.35029419,-71.08607153,Private room,120,2,1,7/21/16,0.04,1,0,36,,1,0,1
10880916,~Luxurious & Lavish 1-BR Apt in Boston!,30283594,Kara,,Fenway,42.34396018,-71.10062033,Entire home/apt,134,3,3,3/2/18,0.17,184,321,37,,184,1,1
10881600,PRIME STUDIO BY BOSTON COMMON & COPLEY,56359408,Billy,,Downtown,42.35089948,-71.06552652,Entire home/apt,169,1,10,7/12/18,0.41,9,118,38,,9,0,1
10882267,Massive 3 Bdrm Mansion Flat in Heart of Back Bay,41998307,Erica,,Back Bay,42.34997061,-71.08103177,Entire home/apt,1050,30,1,8/1/16,0.04,2,75,39,,2,0,1
10883063,spacious 3rd floor loft in home,24593919,Minor,,Jamaica Plain,42.32411924,-71.10669945,Entire home/apt,95,2,72,8/22/18,2.36,2,40,40,,2,0,1
10905777,South Boston Industrial Loft,56520305,Mike,,South Boston Waterfront,42.3396496,-71.04625094,Entire home/apt,200,1,1,4/24/16,0.03,1,0,41,,1,0,1
10921540,1 bedroom cozy condo 2nd floor,34878851,William,,Jamaica Plain,42.30816126,-71.11467522,Entire home/apt,100,7,1,2/29/16,0.03,1,0,42,,1,0,1
10928093,Modern 2 bed in Heart of North End,29385474,Justin,,North End,42.36567957,-71.05666097,Entire home/apt,125,30,1,2/14/16,0.03,1,0,43,,1,0,1
10987109,Large Bedroom by the Harvard,32304279,Charles And Grace,,Allston,42.35907915,-71.12770232,Private room,90,1,6,8/31/18,0.38,4,32,44,,4,0,1
10988226,luxurious Back bay furnished apt,23419705,Sam,,Back Bay,42.34819849,-71.09008922,Entire home/apt,200,2,2,4/15/18,0.17,1,9,45,,1,0,1
11006149,420 Friendly College Apartment,57112558,Alex,,Mission Hill,42.33239832,-71.10241024,Entire home/apt,59,1,0,,,1,0,46,,1,0,1
11016623,1 Bed: Best Location In The City!,28123912,Ned,,Beacon Hill,42.35788881,-71.06311027,Entire home/apt,160,1,107,8/30/18,3.57,3,16,47,,3,0,1
11022736,Studio Apartment,40649306,Aisha,,Allston,42.34772207,-71.13355036,Entire home/apt,75,7,1,8/9/16,0.04,1,0,48,,1,0,1
11067772,"sunny,cozy,near BC,BU,Boston,MBTA",31340713,Kama,,Brighton,42.34212025,-71.1543926,Entire home/apt,85,2,29,7/30/18,0.97,9,315,49,,9,0,1
11082235,Back Bay Newbury Street Beautiful Designer Suite,57533988,Christal,,Back Bay,42.34994795,-71.08225905,Entire home/apt,250,4,92,9/5/18,3,2,329,50,,2,0,1
11121872,Room in Exclusive Flat w/Deck,50587785,Florence,,Back Bay,42.35366907,-71.07410718,Private room,150,2,22,6/3/17,0.73,2,0,51,,2,0,1
11122394,Modern 2BR Penthouse w/Deck,50587785,Florence,,Back Bay,42.35355892,-71.07409799,Entire home/apt,405,28,32,6/4/18,1.06,2,314,52,,2,0,1
11125734,"Clean, 1-bedroom apt , steps to T",3173838,Derya,,Brighton,42.33780335,-71.15408941,Entire home/apt,110,3,2,9/29/17,0.07,1,105,53,,1,0,1
11127085,New construction w large patio,26347507,Meredith,,South Boston,42.33569354,-71.04772417,Entire home/apt,500,2,0,,,1,0,54,,1,0,1
11159585,Mark P.Coleman,57514323,Mark,,Jamaica Plain,42.31256676,-71.12607999,Private room,125,2,2,5/3/18,0.07,1,364,55,,1,0,1
11201204,"Stylish Back Bay Studio, Walk To Hynes & Esplanade",39051883,Amanda,,Back Bay,42.35176713,-71.08765359,Entire home/apt,250,3,72,9/6/18,2.41,1,164,56,,1,0,1
11202183,Second Oldest Home in Beacon Hill,58330337,Norah,,Beacon Hill,42.35772102,-71.06628546,Entire home/apt,190,1,198,9/3/18,7.24,1,147,57,,1,0,1
11213228,"6+ Occp Boston, South End/Back Bay",50935492,Arif,,South End,42.33816149,-71.06815384,Entire home/apt,200,1,1,2/29/16,0.03,1,0,58,,1,0,1
11223924,North End 1 BR Gem in Little Italy,9410008,Jason,,North End,42.36381525,-71.0527796,Entire home/apt,195,2,149,9/2/18,4.79,19,319,59,,19,1,1
11240774,"New, furnished 1 bedroom apt w gym",10258834,Jared,,Fenway,42.34626814,-71.10431989,Entire home/apt,95,3,14,3/5/17,0.46,1,0,60,,1,0,1
11258721,Spacious Private Room with Air Bed,16186589,Marie,,Dorchester,42.30461743,-71.07082864,Private room,37,30,7,12/18/17,0.24,25,204,61,,25,1,1
11275963,Drop Dead Gorgeous Spacious Studio,4195134,Gift From God Properties,,Back Bay,42.35362814,-71.07802599,Entire home/apt,110,30,10,8/1/18,0.34,9,109,62,,9,0,1
11282071,Luxury Downtown Boston Apartment,42767050,Damandeep,,Downtown,42.35207515,-71.06282421,Private room,90,1,1,3/15/16,0.03,1,0,63,,1,0,1
11304657,Charming apartment in an artsy area,22089451,Rez,,Allston,42.35877289,-71.13183188,Entire home/apt,195,1,1,4/6/16,0.03,1,0,64,,1,0,1
11306586,Awesome Location Beacon Hill Studio,5618949,Alan,,Beacon Hill,42.35866637,-71.06417105,Entire home/apt,159,2,108,8/24/18,3.56,9,321,65,,9,0,1
11313921,Spacious room near Brigham Circle,59163294,Nimer,,Mission Hill,42.32977089,-71.10300215,Private room,30,1,0,,,1,0,66,,1,0,1
11336922,Location Location...and Luxury,59334069,Jesse,,Downtown,42.35864735,-71.05438976,Private room,250,1,0,,,1,0,67,,1,0,1
11343485,Beacon Hill Gem! Spacious One Bedroom,4020046,Krysti,,Beacon Hill,42.36077623,-71.06492874,Entire home/apt,179,2,32,11/19/16,1.23,4,0,68,,4,0,1
11357756,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,56359408,Billy,,Downtown,42.35239352,-71.06511221,Entire home/apt,149,2,26,8/13/18,1.13,9,116,69,,9,0,1
11370704,Charming Modern Home in JP!,1263583,Eric,,Jamaica Plain,42.31005425,-71.10711519,Entire home/apt,175,3,4,5/28/18,0.13,1,0,70,,1,0,1
11371205,"(252-3)Newbury Escape, Relaxing, Convenient, Cozy!",21184200,Paige,,Back Bay,42.34988125,-71.082218,Entire home/apt,125,1,113,8/5/18,3.97,43,306,71,,43,1,1
11376403,Nice&Cozy Private Room with Airbed,16186589,Marie,,Dorchester,42.30420407,-71.07118365,Private room,35,30,8,11/30/17,0.27,25,199,72,,25,1,1
11389072,2 Private BDRs w/ 3 Beds in Boston,1997048,ToRena,,Dorchester,42.30049135,-71.08063859,Private room,99,3,1,7/3/17,0.07,5,197,73,,5,0,1
11395461,Large studio with parking spot!,59792146,Kelley,,Charlestown,42.37355189,-71.06236329,Entire home/apt,300,1,0,,,1,0,74,,1,0,1
11398953,Newly Renovated 3 Bedroom By Subway (60W2),3594203,Shawn,,East Boston,42.36798435,-71.03780898,Entire home/apt,99,1,84,8/18/18,2.88,12,118,75,,12,1,1
11431331,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34771223,-71.09005574,Entire home/apt,289,3,26,3/18/18,0.86,15,79,76,,15,1,1
11440702,1 Bedroom Luxury North End/Downtown,389733,Matthew,,Downtown,42.364999,-71.05970405,Entire home/apt,200,1,0,,,1,0,77,,1,0,1
11462476,"Back Bay Near Fenway, Hynes, the T",1369968,Christopher,,Back Bay,42.351433,-71.08808722,Entire home/apt,225,7,122,8/29/18,3.98,2,154,78,,2,0,1
11470374,2 bedrooms in Boston Dutch Colonial,8267675,Robrecht,,Dorchester,42.29268731,-71.07434934,Entire home/apt,160,4,5,5/26/18,0.16,2,0,79,,2,0,1
11470818,Condo on QUIET street in heart of CITY w/ A/C,32870796,Jessica,,South End,42.34197616,-71.08127587,Entire home/apt,450,7,16,7/11/18,0.53,3,89,80,,3,0,1
11474130,Sunny room in great Boston location,60374290,Jennifer,,Fenway,42.34808231,-71.10160119,Private room,100,1,14,7/30/18,0.48,1,150,1,,1,0,1
<<<<<<< HEAD
11474629,StayloomŠ—Ès Historic Hideaway | near T,60375320,David,,South Boston,42.3382824,-71.05227309,Entire home/apt,175,1,133,9/4/18,4.72,2,303,2,,2,0,1
=======
11474629,Stayloomäó»s Historic Hideaway | near T,60375320,David,,South Boston,42.3382824,-71.05227309,Entire home/apt,175,1,133,9/4/18,4.72,2,303,2,,2,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
11488759,Cool 2 Bedroom apt @Kendall Sq!,28749942,Renata,,West End,42.36188323,-71.06883782,Entire home/apt,149,1,45,4/26/18,1.61,12,206,3,,12,1,1
11489064,Ensuite Private Room @Kendall/MIT,28749942,Renata,,West End,42.36158157,-71.06925289,Private room,99,1,46,9/6/18,1.67,12,217,4,,12,1,1
11489218,Nice Room +Bathroom @Kendall/MIT,28749942,Renata,,West End,42.36229913,-71.06993436,Private room,99,1,50,8/27/18,1.81,12,212,5,,12,1,1
11492423,Ideal location for business or fun!,10393465,Gary,,South Boston,42.33590742,-71.05536568,Private room,99,1,89,8/30/18,2.96,2,329,6,,2,0,1
<<<<<<< HEAD
11498416,Š_´Ù AIRBNB HOTEL #2,25938928,Ricardo,,East Boston,42.36777208,-71.03788731,Private room,30,1,233,8/20/18,7.6,10,66,7,,10,0,1
11498523,Š_´Ù AIRBNB HOTEL #3,25938928,Ricardo,,East Boston,42.36663691,-71.03884285,Private room,30,1,240,8/30/18,7.81,10,74,8,,10,0,1
11498583,Š_´Ù AIRBNB HOTEL #4,25938928,Ricardo,,East Boston,42.36614916,-71.03943971,Private room,30,1,254,8/28/18,8.31,10,62,9,,10,0,1
=======
11498416,ä_¥Ÿ AIRBNB HOTEL #2,25938928,Ricardo,,East Boston,42.36777208,-71.03788731,Private room,30,1,233,8/20/18,7.6,10,66,7,,10,0,1
11498523,ä_¥Ÿ AIRBNB HOTEL #3,25938928,Ricardo,,East Boston,42.36663691,-71.03884285,Private room,30,1,240,8/30/18,7.81,10,74,8,,10,0,1
11498583,ä_¥Ÿ AIRBNB HOTEL #4,25938928,Ricardo,,East Boston,42.36614916,-71.03943971,Private room,30,1,254,8/28/18,8.31,10,62,9,,10,0,1
>>>>>>> 96a614d950019bf296eeb2bb9b1f26d6baa408be
11512755,Appartment 2BR 1BT,10138187,Sally,,Allston,42.35272546,-71.12065085,Entire home/apt,75,4,0,,,2,0,10,,2,0,1
11521541,Historic and Charming Brownstone!!,14133713,Katy,,Charlestown,42.38195179,-71.06866985,Entire home/apt,780,2,10,5/4/18,0.36,1,347,11,,1,0,1
11528125,One bedroom with TV and balcony,10138187,Sally,,Allston,42.35268367,-71.12124797,Private room,50,3,1,3/11/16,0.03,2,0,12,,2,0,1
11547657,BIG BEAUTIFUL SUNNY SOUTH END STUDIO APARTMENT!,19123819,Jake,,South End,42.33959528,-71.07333478,Entire home/apt,175,2,8,7/13/18,0.47,1,4,13,,1,0,1
11553697,Sunny Comfortable Apt in JP,5539314,Toni,,Jamaica Plain,42.32173185,-71.11186968,Entire home/apt,200,1,13,11/20/16,0.43,1,0,14,,1,0,1
11569156,Clean spacious onebedroom apartment,60500914,Nayoung,,Brighton,42.3399832,-71.15504853,Entire home/apt,74,1,0,,,1,0,15,,1,0,1
11569331,Family-friendly Dorchester Apt.,2225350,Leah,,Dorchester,42.29086751,-71.06089323,Entire home/apt,140,2,3,4/18/17,0.11,1,0,16,,1,0,1
11584799,Sunish & Giulia's Boston room on T,57812241,Alexia,,Dorchester,42.29368436,-71.06385041,Private room,75,6,22,8/24/18,0.74,7,265,17,,7,0,1
11589644,Central 1BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.3492031,-71.08035497,Entire home/apt,328,2,47,6/22/18,1.58,320,237,18,,320,1,1
11590000,Sleek 1BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.34887662,-71.08239763,Entire home/apt,304,2,38,7/15/18,1.27,320,230,19,,320,1,1
11592154,Sunny Riverview Right In Fenway!,24120885,Nihala,,Fenway,42.34980104,-71.09535023,Private room,298,14,2,3/27/16,0.07,1,0,20,,1,0,1
11593592,Luxury Private Room with Organic Breakfast,40117482,Lana,,East Boston,42.36638654,-71.03328309,Private room,98,1,69,9/27/16,2.38,1,0,21,,1,0,1
11618815,East Boston waterfront with parking,61523768,James,,East Boston,42.36629604,-71.03800818,Private room,105,1,86,8/21/18,2.88,1,297,22,,1,0,1
